topic,word,pronunciation,word_type,meaning,example_en,example_vi,image_url,audio_url
61,inherent,/ɪnˈherənt/,adj,"vốn có, cố hữu",the difficulties inherent in a study of this type,những khó khăn vốn có trong nghiên cứu về loại hình này,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_diffic_ex1_58772a397f8b9a99308b45e4.jpg,https://audio.tudienkala.com/audio/i/n/inherent.mp3
61,innate,/ɪˈneɪt/,adj,bẩm sinh,Animals always have the innate ability to learn.,Động vật luôn có khả năng học hỏi bẩm sinh.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/innate1.jpg,https://audio.tudienkala.com/audio/i/n/innate.mp3
61,insinuate,/ɪnˈsɪnjueɪt/,v,"nói bóng gió, ám chỉ",The article insinuated that he was having an affair with his friend's wife.,Bài báo nói bóng gió rằng ông ta đã có quan hệ với vợ của bạn mình.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/insinuate1.jpg,https://audio.tudienkala.com/audio/i/n/insinuate.mp3
61,integral,/'intigrəl/,adj,"cần thiết, không thể thiếu",The battery is an integral part of a watch and without it you would not know the time.,Pin là một phần không thể thiếu của đồng hồ và nếu không có nó bạn sẽ không biết được thời gian.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_batter_ex1_56248d157f8b9a040dc65f3c.jpg,https://audio.tudienkala.com/audio/i/n/integral.mp3
61,integrity,/in´tegriti/,n,"tính toàn bộ, tính toàn vẹn",upholding territorial integrity and national sovereignty,giữ gìn toàn vẹn lãnh thổ và chủ quyền quốc gia,https://audio.tudienkala.com/data/images_example/300x225/u/p/upholding__ex2_581ab64d7f8b9a529d8b45e8.jpg,https://audio.tudienkala.com/audio/i/n/integrity.mp3
61,intermittent,/ˌɪntəˈmɪtənt/,adj,"lúc có lúc không, không liên tục","Although she made intermittent movie appearances, she was essentially a stage actress.","Mặc dù cô ấy không liên tục xuất hiện trên phim, tuy nhiên cô ấy thật sự là một diễn viên sân khấu.",https://audio.tudienkala.com/data/cache/images/300x225/i/n/intermittent1.jpg,https://audio.tudienkala.com/audio/i/n/intermittent.mp3
61,intricate,/ˈɪntrɪkət/,adj,phức tạp,The watch mechanism is extremely intricate and very difficult to repair.,Cơ chế của chiếc đồng hồ là cực kỳ phức tạp và rất khó để sửa chữa.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_watch__ex2_58772a847f8b9a9d308b4655.jpg,https://audio.tudienkala.com/audio/i/n/intricate.mp3
61,intrinsic,/ɪnˈtrɪnsɪk/,adj,"nội tại, thực chất bên trong",The intrinsic value of a diamond has nothing to do with its selling price.,Giá trị thực chất của một viên kim cương không liên quan gì đến giá bán của nó.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_intrin_ex2_58772a857f8b9a9d308b4657.png,https://audio.tudienkala.com/audio/i/n/intrinsic.mp3
61,intuition,/ˌɪntjuˈɪʃən/,n,trực giác,Intuition told her that he had spoken the truth.,Trực giác đã nói với cô ấy rằng anh ta đã nói sự thật.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/intuition1.jpg,https://audio.tudienkala.com/audio/i/n/intuition.mp3
61,ironic,/aɪəˈrɒnɪk/,adj,"mỉa mai, châm biếm",It's ironic that she became a teacher—she used to hate school.,Thật là mỉa mai khi cô ấy đã trở thành một giáo viên - cô đã từng ghét trường học.,https://audio.tudienkala.com/data/images_example/300x225/i/t/its_ironic_ex2_58772bde7f8b9ac5308b4632.jpg,https://audio.tudienkala.com/audio/i/r/ironic.mp3
61,irony,/ˈaɪərəni/,n,"sự châm biếm, mỉa mai, sự trớ trêu","The irony is that when he finally got the job, he discovered he didn't like it.","Điều trớ trêu là khi cuối cùng ông ấy nhận được công việc, ông ấy phát hiện ra mình không thích nó.",https://audio.tudienkala.com/data/cache/images/300x225/i/r/irony1.jpg,https://audio.tudienkala.com/audio/i/r/irony.mp3
61,irrational,/ɪˈræʃənəl/,adj,phi lý,You're being irrational.,Bạn đang rất là phi lí.,https://audio.tudienkala.com/data/images_example/300x225/y/o/youre_bein_ex2_58772bde7f8b9ac5308b4636.jpg,https://audio.tudienkala.com/audio/i/r/irrational.mp3
61,jargon,/ˈdʒɑːɡən/,n,"biệt ngữ, thuật ngữ (dùng bởi một nhóm người hay trong một nghề nghiệp chuyên môn)",Try to avoid using too much technical jargon.,Hãy cố gắng tránh sử dụng quá nhiều thuật ngữ kỹ thuật.,https://audio.tudienkala.com/data/cache/images/300x225/j/a/jargon1.png,https://audio.tudienkala.com/audio/j/a/jargon.mp3
61,labyrinth,/ˈlæb.ə.rɪnθ/,n,mê cung,We lost our way in the labyrinth of streets.,Chúng tôi lạc đường trong mê cung đường phố.,https://audio.tudienkala.com/data/cache/images/300x225/l/a/labyrinth1.png,https://audio.tudienkala.com/audio/l/a/labyrinth.mp3
61,lament,/ləˈment/,v,"thương xót, than van, rên rỉ",In the poem he laments the destruction of the countryside.,Trong bài thơ ông than vãn sự tàn phá của vùng nông thôn.,https://audio.tudienkala.com/data/cache/images/300x225/l/a/lament1.jpg,https://audio.tudienkala.com/audio/l/a/lament.mp3
61,lavish,/ˈlævɪʃ/,adj,"lớn, hoang phí",They lived a very lavish lifestyle.,Họ đã sống một cuộc sống rất hoang phí.,https://audio.tudienkala.com/data/cache/images/300x225/l/a/lavish1.jpg,https://audio.tudienkala.com/audio/l/a/lavish.mp3
61,legacy,/ˈleɡəsi/,n,"tài sản kế thừa, gia tài",They each received a legacy of $5000.,Mỗi người họ nhận được tài sản thừa kế là 5000 đô la.,https://audio.tudienkala.com/data/images_example/300x225/t/h/they_each__ex2_58772be17f8b9ac5308b4640.jpg,https://audio.tudienkala.com/audio/l/e/legacy.mp3
61,lofty,/ˈlɒfti/,adj,"kiêu căng, kiêu ngạo",her lofty disdain for other people,thái độ kiêu ngạo của cô ta đối với người khác,https://audio.tudienkala.com/data/images_example/300x225/h/e/her_lofty__ex2_58772be17f8b9ac5308b4642.jpg,https://audio.tudienkala.com/audio/l/o/lofty.mp3
61,magnate,/ˈmæɡneɪt/,n,"trùm (tư bản); người giàu có, quyền lực và rất thành công (đặc biệt là trong kinh doanh)",The company was owned by shipping magnate Fred Olsen.,Công ty này thuộc sở hữu của ông trùm vận chuyển Fred Olsen.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/magnate1.jpg,https://audio.tudienkala.com/audio/m/a/magnate.mp3
61,mandate,/ˈmændeɪt/,n,tờ uỷ nhiệm,The election victory gave the party a clear mandate to continue its programme of reform.,Các chiến thắng trong cuộc bầu cử đã cho các bên một nhiệm vụ rõ ràng để tiếp tục chương trình cải cách.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/mandate1.png,https://audio.tudienkala.com/audio/m/a/mandate.mp3
61,manifesto,/ˌmænɪˈfestəʊ/,n,bản tuyên ngôn,an election manifesto,một tuyên ngôn tranh cử,https://audio.tudienkala.com/data/images_example/300x225/a/n/an_electio_ex2_58772be27f8b9ac5308b4646.jpg,https://audio.tudienkala.com/audio/m/a/manifesto.mp3
61,mar,/mɑːr/,v,"làm hư, làm hỏng",The game was marred by the behaviour of drunken fans.,Trận đấu đã bị ảnh hưởng bởi hành vi của một người hâm mộ say xỉn.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/mar1.jpg,https://audio.tudienkala.com/audio/m/a/mar.mp3
61,marshal,/ˈmɑːʃəl/,v,tập hợp và sắp xếp lại,They have begun marshalling forces to send relief to the hurricane victims.,Họ đã bắt đầu tập hợp các lực lượng để cứu trợ các nạn nhân của cơn bão.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/marshal1.jpg,https://audio.tudienkala.com/audio/m/a/marshal.mp3
61,meagre,/ˈmiːɡər/,adj,"sơ sài, đạm bạc, ít ỏi",a meagre diet of bread and water,một chế độ ăn ít ỏi với bánh mì và nước,https://audio.tudienkala.com/data/cache/images/300x225/m/e/meagre1.jpg,https://audio.tudienkala.com/audio/m/e/meagre.mp3
61,mentor,/'mentɔ:/,n,thầy hướng dẫn,She is a friend and mentor to many children.,Cô ấy là một người bạn và người hướng dẫn của nhiều đứa trẻ.,https://audio.tudienkala.com/data/cache/images/300x225/m/e/mentor1.png,https://audio.tudienkala.com/audio/m/e/mentor.mp3
61,mercenary,/ˈmɜːsənəri/,n,lính đánh thuê; tay sai,foreign mercenary,lính đánh thuê nước ngoài,https://audio.tudienkala.com/data/cache/images/300x225/m/e/mercenary1.jpg,https://audio.tudienkala.com/audio/m/e/mercenary.mp3
61,metaphor,/ˈmetəfər/,n,phép ẩn dụ,a game of football used as a metaphor for the competitive struggle of life,một trận bóng đá được sử dụng như một phép ẩn dụ cho cuộc đấu tranh cạnh tranh của cuộc sống,https://audio.tudienkala.com/data/cache/images/300x225/m/e/metaphor1.jpg,https://audio.tudienkala.com/audio/m/e/metaphor.mp3
61,meticulous,/məˈtɪkjələs/,adj,"tỉ mỉ, kỹ càng",Their room had been prepared with meticulous care.,Phòng của họ đã được chuẩn bị cẩn thận tỉ mỉ.,https://audio.tudienkala.com/data/cache/images/300x225/m/e/meticulous1.jpg,https://audio.tudienkala.com/audio/m/e/meticulous.mp3
61,momentous,/məʊˈmentəs/,adj,"quan trọng, trọng đại","At the same time, momentous events were taking place in Russia.","Cùng một thời gian, các sự kiện trọng đại đều diễn ra ở Nga.",https://audio.tudienkala.com/data/cache/images/300x225/m/o/momentous1.jpg,https://audio.tudienkala.com/audio/m/o/momentous.mp3
61,monotonous,/məˈnɒtənəs/,adj,"đều đều, đơn điệu, buồn tẻ",New secretaries came and went with monotonous regularity.,Các bí thư mới đến và đi đều đều.,https://audio.tudienkala.com/data/images_example/300x225/n/e/new_secret_ex2_58772a8b7f8b9a9d308b4675.jpg,https://audio.tudienkala.com/audio/m/o/monotonous.mp3
61,mundane,/mʌnˈdeɪn/,adj,"không thú vị, không hấp dẫn; bình thường, nhàm chán","Sitting by a river meditating is nice, but real spirituality comes from making the mundane sacred.","Ngồi một thiền bên sông là tốt đẹp, nhưng tâm linh thật sự xuất phát từ việc biến các việc trần tục trở nên linh thiên.",https://audio.tudienkala.com/data/images_example/300x225/s/i/sitting_by_ex2_58772af37f8b9aab308b4646.jpg,https://audio.tudienkala.com/audio/m/u/mundane.mp3
61,myriad,/ˈmɪr.i.əd/,n,"vô số, rất nhiều",Designs are available in a myriad of colours.,Thiết kế có sẵn có vô số màu sắc.,https://audio.tudienkala.com/data/cache/images/300x225/m/y/myriad1.jpg,https://audio.tudienkala.com/audio/m/y/myriad.mp3
61,naive,/naɪˈiːv/,adj,"thiếu kinh nghiệm, kiến thức, sự đánh giá trong cuộc sống; ngây thơ",I can't believe you were so naive as to trust him!,Tôi không thể tin rằng bạn đã quá ngây thơ khi tin lời anh ta.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_cant_bel_ex2_58772be47f8b9ac5308b4652.jpg,https://audio.tudienkala.com/audio/n/a/naive.mp3
61,nostalgic,/nɒsˈtældʒɪk/,adj,"luyến tiếc quá khứ, hoài niệm",I feel quite nostalgic for the place where I grew up.,Tôi cảm thấy khá hoài niệm về nơi tôi đã lớn lên.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_feel_qui_ex2_58772b467f8b9ab7308b460b.jpg,https://audio.tudienkala.com/audio/n/o/nostalgic.mp3
61,novel,/ˈnɑːvl/,n,"truyện, tiểu thuyết",His latest novel is selling really well.,Cuốn tiểu thuyết mới nhất của ông đang bán rất chạy.,https://audio.tudienkala.com/data/cache/images/300x225/n/o/novel1.jpg,https://audio.tudienkala.com/audio/n/o/novel.mp3
61,novice,/ˈnɒvɪs/,n,"người mới học, người chưa có kinh nghiệm",I'm a complete novice at skiing.,Tôi hoàn toàn chưa có kinh nghiệm về trượt tuyết.,https://audio.tudienkala.com/data/images_example/300x225/i/m/im_a_compl_ex2_58772af47f8b9aab308b464d.jpg,https://audio.tudienkala.com/audio/n/o/novice.mp3
61,nuance,/ˈnjuːɑːns/,n,sắc thái,He changed his nuance of expression when he heard this news.,Anh ấy đã thay đổi sắc thái biểu cảm khi nghe thông tin này.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_changed_ex1_58772a8e7f8b9a9d308b4687.jpg,https://audio.tudienkala.com/audio/n/u/nuance.mp3
61,objective,/əbˈdʒektɪv/,n,"mục tiêu, mục đích, khách quan",The main objective of this meeting is to give more information on our plans.,Mục đích chính của cuộc họp này là để cung cấp thêm thông tin về các kế hoạch của chúng tôi.,https://audio.tudienkala.com/data/cache/images/300x225/o/b/objective1.jpg,https://audio.tudienkala.com/audio/o/b/objective.mp3
61,oblivion,/əˈblɪviən/,n,sự lãng quên,Most of his inventions have been consigned to oblivion.,Hầu hết các phát minh của ông đều bị đi vào quên lãng.,https://audio.tudienkala.com/data/cache/images/300x225/o/b/oblivion1.jpg,https://audio.tudienkala.com/audio/o/b/oblivion.mp3
61,oblivious,/əˈblɪviəs/,adj,không chú ý đến,"He drove off, oblivious of the damage he had caused.","Ông ta lái xe đi, không chú ý đến những thiệt hại mà ông đã gây ra.",https://audio.tudienkala.com/data/images_example/300x225/h/e/he_drove_o_ex2_58772a8f7f8b9a9d308b468b.jpg,https://audio.tudienkala.com/audio/o/b/oblivious.mp3
61,obscure,/əbˈskjʊər/,adj,khó hiểu,I found her lecture very obscure.,Tôi thấy bài giảng của cô rất khó hiểu.,https://audio.tudienkala.com/data/cache/images/300x225/o/b/obscure1.jpg,https://audio.tudienkala.com/audio/o/b/obscure.mp3
61,obsolete,/ˈɒbsəliːt/,adj,"lỗi thời, lạc hậu",With technological changes many traditional skills have become obsolete.,Với những thay đổi của công nghệ nhiều kỹ năng truyền thống đã trở nên lỗi thời.,https://audio.tudienkala.com/data/cache/images/300x225/o/b/obsolete1.jpg,https://audio.tudienkala.com/audio/o/b/obsolete.mp3
62,ominous,/ˈɒmɪnəs/,adj,"báo điềm xấu, đáng ngại",She picked up the phone but there was an ominous silence at the other end.,"Cô nhấc điện thoại lên, nhưng đã có một sự im lặng đáng ngại ở đầu kia.",https://audio.tudienkala.com/data/cache/images/300x225/o/m/ominous1.jpg,https://audio.tudienkala.com/audio/o/m/ominous.mp3
62,onerous,/ˈəʊnərəs/,adj,"cần sự nỗ lực rất lớn; gây khó nhọc, nặng nề",She found the duties of motherhood onerous.,Cô ấy thấy nhiệm vụ của người mẹ thật nặng nhọc.,https://audio.tudienkala.com/data/images_example/300x225/s/h/she_found__ex2_58772be87f8b9ac5308b465a.jpg,https://audio.tudienkala.com/audio/o/n/onerous.mp3
62,opaque,/əʊˈpeɪk/,adj,"khó hiểu, không rõ ràng",I find her poetry a little too opaque.,Tôi thấy thơ của cô ấy có một chút khó hiểu.,https://audio.tudienkala.com/data/cache/images/300x225/o/p/opaque1.jpg,https://audio.tudienkala.com/audio/o/p/opaque.mp3
62,ornate,/ɔːˈneɪt/,adj,trang trí công phu; hoa mĩ (văn phong),a mirror in an ornate gold frame,một tấm gương trong một khung vàng được trang trí công phu,https://audio.tudienkala.com/data/cache/images/300x225/o/r/ornate1.jpg,https://audio.tudienkala.com/audio/o/r/ornate.mp3
62,orthodox,/ˈɔːθədɒks/,adj,thông thường; đi theo những quan điểm thường được chấp nhận,He is very orthodox in his views,Ông là rất chính thống trong quan điểm của mình.,https://audio.tudienkala.com/data/cache/images/300x225/o/r/orthodox1.jpg,https://audio.tudienkala.com/audio/o/r/orthodox.mp3
62,paradigm,/ˈpærədaɪm/,n,"mẫu, mô hình",He need to provide a paradigm for students to copy.,Anh ấy cần cung cấp một mô hình cho sinh viên sao chép.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/paradigm2.png,https://audio.tudienkala.com/audio/p/a/paradigm.mp3
62,paradox,/ˈpærədɒks/,n,"nghịch lí, mâu thuẫn",He was a paradox—a loner who loved to chat to strangers.,"Ông là một người mâu thuẫn, một người cô độc thích trò chuyện với người lạ.",https://audio.tudienkala.com/data/images_example/300x225/h/e/he_was_a_p_ex1_587729ed7f8b9a8e308b4619.jpg,https://audio.tudienkala.com/audio/p/a/paradox.mp3
62,parochial,/pəˈrəʊkiəl/,adj,thiển cận; có tính địa phương,They need to be better informed and less parochial in their thinking.,Họ cần phải am hiểu hơn và ít thiển cận trong suy nghĩ của họ.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/parochial1.jpg,https://audio.tudienkala.com/audio/p/a/parochial.mp3
62,parody,/ˈpærədi/,n,"văn, thơ, hành động nhại lại ai, cái gì đó để giải trí hay gây cười",This is a parody of a horror film.,Đây là một hành động nhại lại bộ phim kinh dị.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/parody1.jpg,https://audio.tudienkala.com/audio/p/a/parody.mp3
62,parry,/ˈpæri/,v,lẩn tránh (trả lời điều gì đó),She parried all questions about their relationship.,Cô gạt tất cả các câu hỏi về mối quan hệ của họ.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/parry1.jpg,https://audio.tudienkala.com/audio/p/a/parry.mp3
62,partisan,/ˌpɑːtɪˈzæn/,adj,"thiên vị, thiên lệch",Most newspapers are politically partisan.,Hầu hết các tờ báo là thiên về chính trị.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/partisan1.jpg,https://audio.tudienkala.com/audio/p/a/partisan.mp3
62,pastoral,/ˈpɑːstərəl/,adj,"(thuộc) mục đồng, người chăn thả súc vật",The painting depicts an idyllic pastoral scene of shepherds watching over their grazing sheep.,Bức tranh miêu tả một cảnh bình dị của người chăn cừu đang chăn thả gia súc của họ.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/pastoral1.jpg,https://audio.tudienkala.com/audio/p/a/pastoral.mp3
62,pedestrian,/pɪˈdestriən/,adj,chán ngắt,Her latest play is more pedestrian and less ambitious than her earlier work.,Trò chơi mới nhất của cô ấy thì chán hơn và ít tham vọng hơn những cái trước đây.,https://audio.tudienkala.com/data/cache/images/300x225/p/e/pedestrian1.jpg,https://audio.tudienkala.com/audio/p/e/pedestrian.mp3
62,perceptive,/pə'septiv/,adj,"nhận thức được, cảm giác được, cảm thụ được",It takes a perceptive person to be a good manager.,Phải là một người có khả năng cảm nhận mới trở thành một nhà quản lý tốt.,https://audio.tudienkala.com/data/cache/images/300x225/p/e/perceptive2.png,https://audio.tudienkala.com/audio/p/e/perceptive.mp3
62,peripheral,/pəˈrɪfərəl/,adj,"(thuộc) chu vi, ngoại biên",peripheral information,thông tin ngoại biên,https://audio.tudienkala.com/data/cache/images/300x225/p/e/peripheral1.jpg,https://audio.tudienkala.com/audio/p/e/peripheral.mp3
62,personification,/pəˌsɒnɪfɪˈkeɪʃn/,n,là một ví dụ điển hình của,She was the personification of elegance.,Cô ấy là một ví dụ điển hình của sự thanh lịch.,https://audio.tudienkala.com/data/images_example/300x225/s/h/she_was_th_ex2_58772bec7f8b9ac5308b4670.jpg,https://audio.tudienkala.com/audio/p/e/personification.mp3
62,pertinent,/'pɔ:tinənt/,adj,"thích hợp, thích đáng, có liên quan",He should speak a pertinent problem.,Anh ất nên nói thẳng vào vấn đề của anh ấy.,https://audio.tudienkala.com/data/cache/images/300x225/p/e/pertinent1.png,https://audio.tudienkala.com/audio/p/e/pertinent.mp3
62,pervasive,/pəˈveɪsɪv/,adj,"toả khắp, lan tràn khắp, phổ biến",a pervasive smell of damp,một mùi ẩm mốc tỏa khắp,https://audio.tudienkala.com/data/images_example/300x225/a/_/a_pervasiv_ex2_58772b237f8b9ab7308b4567.jpg,https://audio.tudienkala.com/audio/p/e/pervasive.mp3
62,pious,/ˈpaɪəs/,adj,ngoan đạo,"She is a pious follower of the faith, never missing her prayers.","Cô ấy là một tín đồ ngoan đạo của đức tin, không bao giờ quên những lời cầu nguyện của mình.",https://audio.tudienkala.com/data/cache/images/300x225/p/i/pious1.jpg,https://audio.tudienkala.com/audio/p/i/pious.mp3
62,plausible,/ˈplɔːzɪbl/,adj,"hợp lí, có vẻ đúng",Her story sounded perfectly plausible.,Câu chuyện của cô ấy nghe có vẻ hoàn toàn hợp lí.,https://audio.tudienkala.com/data/cache/images/300x225/p/l/plausible1.jpg,https://audio.tudienkala.com/audio/p/l/plausible.mp3
62,poignant,/ˈpɔɪnjənt/,adj,"gây xúc động, chua xót, sâu sắc",Her face was a poignant reminder of the passing of time.,Gương mặt cô là một lời nhắc nhở chua xót về sự qua đi của thời gian.,https://audio.tudienkala.com/data/cache/images/300x225/p/o/poignant1.jpg,https://audio.tudienkala.com/audio/p/o/poignant.mp3
62,postulate,/ˈpɒstjʊleɪt/,v,"coi như là đúng, mặc nhiên",They postulated a 500-year lifespan for a plastic container.,Họ mặc nhiên công nhận tuổi thọ 500 năm cho một container nhựa.,https://audio.tudienkala.com/data/cache/images/300x225/p/o/postulate1.jpg,https://audio.tudienkala.com/audio/p/o/postulate.mp3
62,potent,/ˈpəʊtənt/,adj,có ảnh hưởng mạnh (đối với cơ thể hay trí tuệ),Mary’s perfume was so potent it affected my sinuses and caused me to sneeze.,Nước hoa của Mary rất mạnh đã ảnh hưởng đến xoang và khiến tôi hắt hơi.,https://audio.tudienkala.com/data/images_example/300x225/m/a/marys_perf_ex2_58772bee7f8b9ac5308b467a.jpg,https://audio.tudienkala.com/audio/p/o/potent.mp3
62,pragmatic,/præɡˈmætɪk/,adj,giải quyết vấn đề một cách thực tế,a pragmatic approach to management problems,một cách tiếp cận thực tế đến các vấn đề quản lý,https://audio.tudienkala.com/data/cache/images/300x225/p/r/pragmatic1.jpg,https://audio.tudienkala.com/audio/p/r/pragmatic.mp3
62,precarious,/prɪˈkeəriəs/,adj,"bấp bênh, không ổn định; nguy hiểm",He earned a precarious living as an artist.,Ông đã có một cuộc sống bấp bênh như một nghệ sĩ.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_earned__ex2_58772bef7f8b9ac5308b467e.jpg,https://audio.tudienkala.com/audio/p/r/precarious.mp3
62,precedent,/ˈpresɪdənt/,n,tiền lệ,The ruling set a precedent for future libel cases.,Phán quyết thiết lập một tiền lệ cho trường hợp tội phỉ báng tương lai.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/precedent1.jpg,https://audio.tudienkala.com/audio/p/r/precedent.mp3
62,preclude,/pri'klu:d/,v,"ngăn ngừa, loại trừ",The horrible rainstorm precluded us from traveling any further.,Cơn mưa giông kinh khủng đã ngăn chúng tôi du hành thêm nữa.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/preclude2.jpg,https://audio.tudienkala.com/audio/p/r/preclude.mp3
62,precursor,/ˌpriːˈkɜːsər/,n,tiền thân của,a stringed instrument that was the precursor of the guitar.,một nhạc cụ dây là tiền thân của cây đàn guitar.,https://audio.tudienkala.com/data/images_example/300x225/a/_/a_stringed_ex2_58772bf07f8b9ac5308b4684.jpg,https://audio.tudienkala.com/audio/p/r/precursor.mp3
62,predecessor,/ˈpriːdɪˌsesə/,n,"người đi trước, bậc tiền bối","Unlike his predecessor, the new manager is quite extroverted and sociable.","Không giống như người tiền nhiệm của mình, người quản lí mới khá là hướng ngoại và hòa đồng.",https://audio.tudienkala.com/data/images_example/300x225/u/n/unlike_his_ex2_58772bf07f8b9ac5308b4686.png,https://audio.tudienkala.com/audio/p/r/predecessor.mp3
62,prerogative,/prɪˈrɒɡətɪv/,n,đặc quyền,In many countries education is still the prerogative of the rich.,"Ở nhiều quốc gia, giáo dục là đặc quyền của những người giàu có.",https://audio.tudienkala.com/data/cache/images/300x225/p/r/prerogative1.jpg,https://audio.tudienkala.com/audio/p/r/prerogative.mp3
62,prevalent,/ˈprevələnt/,adj,phổ biến,The disease is even more prevalent in Latin America.,Dịch bệnh này thậm chí còn phổ biến hơn ở các nước Mỹ Latinh.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_diseas_ex1_587729f07f8b9a8e308b462b.jpg,https://audio.tudienkala.com/audio/p/r/prevalent.mp3
62,profound,/prəˈfaʊnd/,adj,rất lớn; sâu sắc,profound changes in the earth's climate,sự thay đổi rất lớn trong khí hậu của trái đất,https://audio.tudienkala.com/data/images_example/300x225/p/r/profound_c_ex1_587729f17f8b9a8e308b4631.jpg,https://audio.tudienkala.com/audio/p/r/profound.mp3
62,prolific,/prəʊˈlɪfɪk/,adj,tạo ra nhiều sản phẩm...,Picasso was extremely prolific during his Cubist years.,Picasso đã tạo ra nhiều sản phẩm trong những năm lập thể của mình.,https://audio.tudienkala.com/data/images_example/300x225/p/i/picasso_wa_ex2_58772bf17f8b9ac5308b468a.jpg,https://audio.tudienkala.com/audio/p/r/prolific.mp3
62,propensity,/prəʊˈpensəti/,n,thiên hướng,He showed a propensity for violence.,Anh ấy đã cho thấy một thiên hướng bạo lực.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_showed__ex2_58772bf17f8b9ac5308b468c.jpg,https://audio.tudienkala.com/audio/p/r/propensity.mp3
62,proponent,/prəʊˈpəʊnənt/,n,người ủng hộ một ý tưởng hoặc đường lối hoạt động,He is one of the leading proponents of capital punishment.,Ông là một trong những người ủng hộ hàng đầu về hình phạt tử hình.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/proponent1.jpg,https://audio.tudienkala.com/audio/p/r/proponent.mp3
62,protagonist,/prəʊˈtæɡənɪst/,n,"vai chính (trong một vở kịch, bộ phim, cuốn sách)",Badlands has two protagonists.,Badlands có hai nhân vật chính.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/protagonist1.jpg,https://audio.tudienkala.com/audio/p/r/protagonist.mp3
62,provincial,/prəˈvɪnʃəl/,adj,"cổ hủ; không chịu chấp nhận cái mới, khác biệt","In spite of his education and travels, he has remained very provincial.","Mặc dù với sự giáo dục và những chuyến du hành của mình, anh ấy vẫn rất cổ hủ.",https://audio.tudienkala.com/data/cache/images/300x225/p/r/provincial1.jpg,https://audio.tudienkala.com/audio/p/r/provincial.mp3
62,provisional,/prəˈvɪʒənəl/,adj,"tạm thời, lâm thời",a provisional government,chính phủ lâm thời,https://audio.tudienkala.com/data/cache/images/300x225/p/r/provisional1.jpg,https://audio.tudienkala.com/audio/p/r/provisional.mp3
62,provocative,/prəˈvɒkətɪv/,adj,chọc giận ai; khiêu khích,a provocative remark,một lời nhận xét khiêu khích,https://audio.tudienkala.com/data/cache/images/300x225/p/r/provocative1.jpg,https://audio.tudienkala.com/audio/p/r/provocative.mp3
62,proximity,/prɔk´simiti/,n,"sắp xỉ, sự gần gũi",The fans were worried by the proximity of the storm clouds.,Những người hâm mộ lo lắng bởi đám mây báo bão đến gần.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/proximity1.jpg,https://audio.tudienkala.com/audio/p/r/proximity.mp3
62,prudent,/ˈpruːdənt/,adj,"khôn ngoan, thận trọng",a prudent businessman,một doanh nhân khôn ngoan,https://audio.tudienkala.com/data/images_example/300x225/a/_/a_prudent__ex2_58772bf37f8b9ac5308b4698.jpg,https://audio.tudienkala.com/audio/p/r/prudent.mp3
62,qualify,/ˈkwɒlɪfaɪ/,v,"đủ tư cách, khả năng, điều kiện",How long does it take to qualify?,Phải mất bao lâu mới đủ điều kiện?,https://audio.tudienkala.com/data/cache/images/300x225/q/u/qualify1.jpg,https://audio.tudienkala.com/audio/q/u/qualify.mp3
62,reconcile,/'rekənsail/,v,"chỉnh lý, làm cho phù hợp/nhất trí, hòa giải",The accountant found the error when she reconcile the account.,Nhân viên kế toán tìm ra lỗi khi cô ấy chỉnh lý tài khoản (sửa lại tài khoản cho đúng).,https://audio.tudienkala.com/data/cache/images/300x225/r/e/reconcile1.jpg,https://audio.tudienkala.com/audio/r/e/reconcile.mp3
62,remorse,/rɪˈmɔːs/,n,"sự ăn năn, hối hận",I felt guilty and full of remorse.,Tôi cảm thấy có lỗi và đầy hối hận.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/remorse1.jpg,https://audio.tudienkala.com/audio/r/e/remorse.mp3
