topic,word,pronunciation,word_type,meaning,example_en,example_vi,image_url,audio_url
125,personnel,"/,pə:sə'nel/",n,nhân viên,The employee went to see the director of personnel about taking an extended leave of absence.,Người nhân viên đi gặp giám đốc nhân sự về việc xin gia hạn thời gian nghỉ phép.,https://audio.tudienkala.com/data/cache/images/300x225/p/e/personnel1.png,https://audio.tudienkala.com/audio/p/e/personnel.mp3
125,physical,/ˈfɪzɪkl/,n,khám sức khỏe,"Before starting at this new position, I'll need to take a physical examination.","Trước khi bắt đầu ở vị trí mới này, tôi sẽ cần phải khám sức khỏe.",https://audio.tudienkala.com/data/cache/images/300x225/p/h/physical2.gif,https://audio.tudienkala.com/audio/p/h/physical.mp3
125,position,/pəˈzɪʃn/,n,vị trí,I'm writing to apply for the position of a volunteer guide.,Tôi viết thư để ứng tuyển vị trí hướng dẫn viên tình nguyện.,https://audio.tudienkala.com/data/images_example/300x225/i/m/im_writing_ex1_56248cfb7f8b9afa0cb17d50.jpg,https://audio.tudienkala.com/audio/p/o/position.mp3
125,practitioner,/prækˈtɪʃənər/,n,"thầy thuốc, luật sư đang hành nghề",She was a medical practitioner before she entered politics.,Cô ấy là một bác sĩ trước khi bước vào lĩnh vực chính trị.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/practitioner1.jpg,https://audio.tudienkala.com/audio/p/r/practitioner.mp3
125,pressure,/ˈpreʃər/,n,"sức ép, áp lực",He put too much pressure on the door handle and it snapped.,Anh ta đặt quá nhiều áp lực lên tay nắm cửa và nó bị gãy.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/pressure1.jpg,https://audio.tudienkala.com/audio/p/r/pressure.mp3
125,priority,/praɪˈɒrəti/,n,quyền ưu tiên,My top priority now is to win a place at the university.,Điều ưu tiên lớn nhất của tôi bây giờ là đỗ đại học.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/priority2.png,https://audio.tudienkala.com/audio/p/r/priority.mp3
125,procedure,/prəˈsidʒər/,n,"thủ tục, các bước tiến hành",Call the hospital to schedule this procedure for tomorrow.,Hãy gọi cho bệnh viện để sắp lịch cho thủ tục này vào ngày mai.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/procedure1.png,https://audio.tudienkala.com/audio/p/r/procedure.mp3
125,professional,/prəˈfeʃənəl/,adj,chuyên nghiệp,She's a professional dancer.,Cô ấy là một người khiêu vũ chuyên nghiệp.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/professional1.jpg,https://audio.tudienkala.com/audio/p/r/professional.mp3
126,profit,/ˈprɒfɪt/,n,lợi nhuận,Company profits are down from last year's figures.,Lợi nhuận của công ty giảm so với những con số của năm ngoái.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/profit1.png,https://audio.tudienkala.com/audio/p/r/profit.mp3
126,project,/ˈprɒdʒekt/,v,"kế hoạch, đồ án, dự án",The director projects that the company will need to hire ten new employees his year.,Người giám đốc lập kế hoạch là công ty sẽ cần phải thuê 10 nhân viên mới trong năm nay.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/project2.png,https://audio.tudienkala.com/audio/p/r/project.mp3
126,promote,/prəˈməʊt/,v,"khuyến khích, đẩy mạnh, làm tăng thêm",The youth club in my neighbourhood works to promote awareness of the dangers that threaten our environment.,Câu lạc bộ thanh niên ở vùng tôi hoạt động để tăng thêm nhận thức về những nguy hiểm đe dọa môi trường của chúng ta.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_youth__ex1_56248d157f8b9a040dc65ef4.jpg,https://audio.tudienkala.com/audio/p/r/promote.mp3
126,prospect,/ˈprɑːspekt/,n,viễn cảnh; triển vọng,The candidate wanted to know the prospects of promotion in the job.,Các ứng cử viên muốn biết về triển vọng thăng tiến trong công việc.,https://audio.tudienkala.com/data/cache/images/300x225/p/r/prospect1.jpg,https://audio.tudienkala.com/audio/p/r/prospect.mp3
126,provide,/prəˈvaɪd/,v,cung cấp,He provides food for the poor on Sunday mornings.,Anh ấy cung cấp đồ ăn cho người nghèo vào các sáng Chủ nhật.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_provide_ex1_56248d017f8b9afc0c29827d.jpg,https://audio.tudienkala.com/audio/p/r/provide.mp3
126,public,/ˈpʌblɪk/,adj,"công cộng, công",The public services here are quite good.,Các dịch vụ công cộng ở đây là khá tốt.,https://audio.tudienkala.com/data/cache/images/300x225/p/u/public1.jpg,https://audio.tudienkala.com/audio/p/u/public.mp3
126,purchase,/'pθ:tʃəs/,n,"sự mua, tậu; vật mua được, vật tậu được",Over 96% of American households purchase bananas at least once each month.,Hơn 96% các hộ gia đình Hoa Kỳ mua chuối ít nhất mỗi tháng một lần.,https://audio.tudienkala.com/data/cache/images/300x225/p/u/purchase1.png,https://audio.tudienkala.com/audio/p/u/purchase.mp3
126,qualification,"/,kwɔlifi'keiʃn/",n,"năng lực, trình độ (để làm cái gì)",It is easy for him to find a good job with such good qualifications.,Rất dễ dàng cho anh ta để tìm một công việc tốt với trình độ tốt như vậy.,https://audio.tudienkala.com/data/cache/images/300x225/q/u/qualification.jpg,https://audio.tudienkala.com/audio/q/u/qualification.mp3
126,quality,/'kwɔliti/,n,"chất lượng, phẩm chất",The quality of their clothes has fallen ever since they started using cheaper fabrics to make them.,Chất lượng quần áo của họ đã bị sa sút kể từ khi họ bắt đầu dùng các loại vải rẻ tiền hơn để làm ra chúng.,https://audio.tudienkala.com/data/cache/images/300x225/q/u/quality1.jpg,https://audio.tudienkala.com/audio/q/u/quality.mp3
126,receive,/rɪˈsiːv/,v,nhận,She received her prize from the manager.,Cô ấy đã nhận giải thưởng của cô ấy từ người quản lý.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/receive1.png,https://audio.tudienkala.com/audio/r/e/receive.mp3
126,record,/´rekərd/,n,"hồ sơ, sổ sách, biên bản",You should keep a record of your expenses.,Bạn nên lưu trữ lại hồ sơ lưu trữ chi phí khám bệnh của bạn.,https://audio.tudienkala.com/data/images_example/300x225/y/o/you_should_ex1_56248cf57f8b9af80c0121ad.jpg,https://audio.tudienkala.com/audio/r/e/record.mp3
126,reduce,/rɪˈduːs/,v,"giảm, hạ",Doctors will always try to reduce the temperature of patients with fever.,Các bác sĩ sẽ luôn cố gắng để làm giảm nhiệt độ của bệnh nhân bị sốt.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/reduce1.jpg,https://audio.tudienkala.com/audio/r/e/reduce.mp3
126,reference,/ˈrefrəns/,n,thư giới thiệu,I can send two references from my teachers.,Tôi có thể gửi 2 thư giới thiệu từ thầy cô tôi.,https://audio.tudienkala.com/data/images_example/300x225/i/_/i_can_send_ex1_56248cf37f8b9af80c011ee9.jpg,https://audio.tudienkala.com/audio/r/e/reference.mp3
126,relevant,/ˈreləvənt/,adj,có liên quan,a relevant suggestion,một gợi ý liên quan,https://audio.tudienkala.com/data/cache/images/300x225/r/e/relevant1.jpg,https://audio.tudienkala.com/audio/r/e/relevant.mp3
126,reply,/rɪˈplaɪ/,v,"trả lời, đáp lại",I will reply as soon as possible.,Tôi sẽ trả lời sớm nhất có thể.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/reply1.jpg,https://audio.tudienkala.com/audio/r/e/reply.mp3
126,respect,/riˈspekt/,n,"tộn trọng, kính trọng, khâm phục",She was respected by everyone she worked with.,Cô ấy tôn trọng tất cả mọi người mà cô ấy làm việc cùng.,https://audio.tudienkala.com/data/images_example/300x225/s/h/she_was_re_ex1_581ad5ba7f8b9ab2078b45ec.jpg,https://audio.tudienkala.com/audio/r/e/respect.mp3
126,responsibility,"/ris,pɔnsə'biliti/",n,"trách nhiệm, bổn phận","The product development department has a huge responsibility to be sure that the product is safe, even if used improperly.","Bộ phận phát triển sản phẩm có một trách nhiệm to lớn là phải chắc rằng sản phẩm là an toàn, cho dù là sử dụng không đúng cách.",https://audio.tudienkala.com/data/images_example/300x225/t/h/the_produc_ex1_580ec4197f8b9ae2888b458a.jpg,https://audio.tudienkala.com/audio/r/e/responsibility.mp3
126,revenue,/ˈrevənuː/,n,thu nhập (quốc gia),Advertising revenue finances the commercial television channels.,Doanh thu quảng cáo tài trợ cho các kênh truyền hình thương mại.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/revenue1.jpg,https://audio.tudienkala.com/audio/r/e/revenue.mp3
126,review,/rɪˈvjuː/,n,"bài đánh giá, lời đánh giá",The film received generally positive reviews.,Bộ phim nhìn chung đã nhận được nhiều lời đánh giá tích cực.,https://audio.tudienkala.com/data/cache/images/300x225/r/e/review1.jpeg,https://audio.tudienkala.com/audio/r/e/review.mp3
126,salary,/ˈsæləri/,n,lương hàng tháng,The technician was pleased to have a raise in salary after only six months on the job.,Người kỹ thuật viên đã hài lòng khi có sự tăng lương chỉ sau 6 tháng làm việc.,https://audio.tudienkala.com/data/cache/images/300x225/s/a/salary1.png,https://audio.tudienkala.com/audio/s/a/salary.mp3
126,sale,/seɪl/,n,"đợt bán hàng, giảm giá",She gets 10% commission on each sale.,Cô ấy nhận được 10% hoa hồng trên mỗi lần bán hàng.,https://audio.tudienkala.com/data/cache/images/300x225/s/a/sale11.jpg,https://audio.tudienkala.com/audio/s/a/sale1.mp3
126,schedule,/ˈskedʒuːl/,n,"chương trình, lịch trình",The TV schedules are filled with interesting films.,Lịch trình trên TV toàn là những phim hấp dẫn.,https://audio.tudienkala.com/data/cache/images/300x225/s/c/schedule1.png,https://audio.tudienkala.com/audio/s/c/schedule.mp3
126,screen,/skriːn,v,"sàng, lọc (hồ sơ xin việc)",Government employees may be screened by the security services.,Nhân viên chính phủ có thể được kiểm tra bởi các dịch vụ an ninh.,https://audio.tudienkala.com/data/images_example/300x225/g/o/government_ex2_587726677f8b9acf2f8b45a8.png,https://audio.tudienkala.com/audio/s/c/screen.mp3
126,service,/ˈsɜːvɪs/,n,dịch vụ,The food was good but the service was very slow.,Thức ăn thì rất ngon nhưng dịch vụ thì quá tồi.,https://audio.tudienkala.com/data/cache/images/300x225/s/e/service1.jpeg,https://audio.tudienkala.com/audio/s/e/service.mp3
126,shift,/ʃɪft/,v,chuyển dịch,He shifted a little in his chair.,Anh ấy dịch chuyển một chút trên ghế của mình.,https://audio.tudienkala.com/data/images_example/300x225/h/e/he_shifted_ex1_56248cf47f8b9af80c012079.jpg,https://audio.tudienkala.com/audio/s/h/shift.mp3
126,ship,/ʃip/,v,vận chuyển,"Eva shipped the package carefully, since she knew the contents were made of glass.","Eva đã chuyển hàng một cách cẩn thận, bởi vì cô biết bên trong được làm bằng thủy tinh.",https://audio.tudienkala.com/data/images_example/300x225/e/v/eva_shippe_ex1_56248d157f8b9a040dc65f44.jpg,https://audio.tudienkala.com/audio/s/h/ship.mp3
126,skill,/skil/,n,"kỹ năng, kỹ xảo",The software developer has excellent technical skills and would be an asset to our software programming team.,Người phát triển phần mềm có những kỹ năng chuyên môn xuất săc và là một vốn quý đối với đội ngũ lập trình phần mềm của chúng tôi.,https://audio.tudienkala.com/data/cache/images/300x225/s/k/skill1.jpg,https://audio.tudienkala.com/audio/s/k/skill.mp3
126,staff,/stɑːf/,n,nhân viên,The staff are very happy about the latest pay increase.,Đội ngũ nhân viên rất vui về lần tăng lương gần nhất.,https://audio.tudienkala.com/data/cache/images/300x225/s/t/staff1.jpg,https://audio.tudienkala.com/audio/s/t/staff.mp3
126,standard,/ˈstændərd/,n,tiêu chuẩn,"He failed to reach the required standard, and did not qualify for the race.","Anh ta không đạt được các tiêu chuẩn cần thiết, và không đủ điều kiện cho cuộc đua.",https://audio.tudienkala.com/data/cache/images/300x225/s/t/standard2.jpg,https://audio.tudienkala.com/audio/s/t/standard.mp3
126,strength,/'streɳθ/,n,"điểm mạnh, sức mạnh, sức lực",He didn't have the strength to walk any further.,Cậu ấy không còn đủ sức lực để đi xa hơn nữa.,https://audio.tudienkala.com/data/cache/images/300x225/s/t/strength1.jpg,https://audio.tudienkala.com/audio/s/t/strength.mp3
126,suggest,/səˈdʒest/,v,"góp ý, gợi ý",I suggest being on time.,Tôi đề nghị đến đúng giờ.,https://audio.tudienkala.com/data/cache/images/300x225/s/u/suggest1.jpg,https://audio.tudienkala.com/audio/s/u/suggest.mp3
126,support,/sə´pɔ:t/,v,"ủng hộ, hỗ trợ",She supported her husband through many difficult times.,Cô ấy đã hỗ trợ chồng mình qua nhiều thời điểm khó khăn.,https://audio.tudienkala.com/data/cache/images/300x225/s/u/support1.jpg,https://audio.tudienkala.com/audio/s/u/support.mp3
126,survey,/ˈsɜːveɪ/,n,cuộc khảo sát,"According to our survey, Harry Potter is one of the favourite films of teenagers.",Theo khảo sát của chúng tôi thì Harry Potter là một trong những bộ phim yêu thích của thanh thiếu niên.,https://audio.tudienkala.com/data/cache/images/300x225/s/u/survey1.png,https://audio.tudienkala.com/audio/s/u/survey.mp3
126,systems analyst,/ˈsɪstəmz ˈænəlɪst/,n,nhà phân tích hệ thống,The Computer Systems Analyst must first start by understanding their client’s business and what they do on an everyday basis.,Nhà phân tích Hệ thống Máy tính phải bắt đầu bằng cách hiểu được việc kinh doanh của khách hàng và những gì họ làm trên nền tảng hàng ngày.,https://audio.tudienkala.com/data/cache/images/300x225/s/y/systems_analyst1.jpg,https://audio.tudienkala.com/audio/s/y/systems_analyst.mp3
126,target,/'tɑ:git/,n,"mục tiêu, mục đích",The airport terminal was the target of a bomb.,Trạm đến sân bay là mục tiêu của quả bom.,https://audio.tudienkala.com/data/cache/images/300x225/t/a/target2.png,https://audio.tudienkala.com/audio/t/a/target.mp3
126,tax,/tæks/,n,thuế,Tax evasion is illegal.,Trốn thuế là bất hợp pháp.,https://audio.tudienkala.com/data/cache/images/300x225/t/a/tax1.jpg,https://audio.tudienkala.com/audio/t/a/tax.mp3
126,technology,/tɛkˈnɒlədʒi/,n,công nghệ,The company has invested in the latest technology.,Công ty đã đầu tư công nghệ mới nhất.,https://audio.tudienkala.com/data/cache/images/300x225/t/e/technology1.jpg,https://audio.tudienkala.com/audio/t/e/technology.mp3
126,track,/træk/,n,"đường, hướng đi",The track tends upwards.,Con đường mòn hướng lên trên.,https://audio.tudienkala.com/data/cache/images/300x225/t/r/track2.jpg,https://audio.tudienkala.com/audio/t/r/track.mp3
126,training,/'treiniɳ/,n,"‹sự› rèn luyện, tập luyện, huấn luyện, dạy dỗ, đào tạo","The new hire received such good training that, within a week, she was as productive as the other workers.","Người nhân viên mới nhận được sự huấn luyện tốt đến nỗi, trong vòng một tuần, cô đã có năng suất như là các công nhân khác.",https://audio.tudienkala.com/data/cache/images/300x225/t/r/training1.png,https://audio.tudienkala.com/audio/t/r/training.mp3
126,transfer,/trænsˈfɜːr/,v,chuyển,He has been transferred to a national hospital.,Anh ta đã được chuyển đến một bệnh viện quốc gia.,https://audio.tudienkala.com/data/cache/images/300x225/t/r/transfer1.jpg,https://audio.tudienkala.com/audio/t/r/transfer.mp3
126,turnover,/ˈtɜːnəʊvə(r)/,n,"doanh số, doanh thu",An annual turnover of $75 million.,Doanh thu hàng năm là $ 75.000.000.,https://audio.tudienkala.com/data/cache/images/300x225/t/u/turnover1.jpg,https://audio.tudienkala.com/audio/t/u/turnover.mp3
126,union,/ˈjuːniən/,n,công đoàn,I've joined the union.,Tôi đã gia nhập công đoàn.,https://audio.tudienkala.com/data/cache/images/300x225/u/n/union2.jpg,https://audio.tudienkala.com/audio/u/n/union.mp3
126,value,/'vælju:/,v,"đánh giá, định giá","The expert valued the text at $7,000.",Chuyên gia đã định giá nguyên bản/cuốn sách là 7 ngàn đô-la.,https://audio.tudienkala.com/data/cache/images/300x225/v/a/value1.jpg,https://audio.tudienkala.com/audio/v/a/value.mp3
126,variable,/ˈveriəbl/,n,"biến số; vật, lượng, tình huống có thể thay đổi",The quality of the hotel food is distinctly variable.,Chất lượng thức ăn của khách sạn đó thay đổi rõ rệt.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_qualit_ex2_5877266a7f8b9acf2f8b45b4.jpg,https://audio.tudienkala.com/audio/v/a/variable.mp3
126,venture,/ˈventʃər/,n,cuộc mạo hiểm,How do you feel about man's first venture into space?,Bạn cảm thấy thế nào về cuộc mạo hiểm vào vũ trụ đầu tiên của loài người?,https://audio.tudienkala.com/data/cache/images/300x225/v/e/venture1.png,https://audio.tudienkala.com/audio/v/e/venture.mp3
126,view,/vjuː/,v,xem,There's a special area at the airport where you can view aircraft taking off and landing.,Có một khu vực đặc biệt ở sân bay nơi bạn có thể xem máy bay cất cánh và hạ cánh.,https://audio.tudienkala.com/data/images_example/300x225/t/h/theres_a_s_ex1_56248d0d7f8b9a000de3d1c1.jpg,https://audio.tudienkala.com/audio/v/i/view.mp3
126,weakness,/´wi:knis/,n,"điểm yếu, nhược điểm, khuyết điểm",You must recognize your product's strengths and weaknesses.,Bạn phải nhận ra điểm mạnh và điểm yếu của sản phẩm của bạn.,https://audio.tudienkala.com/data/cache/images/300x225/w/e/weakness1.jpg,https://audio.tudienkala.com/audio/w/e/weakness.mp3
126,work,/wɜ:k/,v,làm việc,She works very hard.,Cô ấy làm việc rất chăm chỉ.,https://audio.tudienkala.com/data/cache/images/300x225/w/o/work1.jpg,https://audio.tudienkala.com/audio/w/o/work.mp3
126,workshop,/ˈwɜːrkʃɑːp/,n,xưởng,We go to the local workshop for repairs.,Chúng tôi tới xưởng trong vùng để sửa chữa đồ đạc.,https://audio.tudienkala.com/data/cache/images/300x225/w/o/workshop1.jpg,https://audio.tudienkala.com/audio/w/o/workshop.mp3
126,yield,/jiːld/,v,sinh lợi,The company's investment yielded high returns.,Việc đầu tư của công ty đã mang lại tiền lãi cao hơn.,https://audio.tudienkala.com/data/cache/images/300x225/y/i/yield2.png,https://audio.tudienkala.com/audio/y/i/yield.mp3
127,accelerate,/əkˈseləreɪt/,v,"thúc đẩy, tăng tốc",I accelerated to overtake the bus.,Tôi tăng tốc để bắt kịp xe buýt.,https://audio.tudienkala.com/data/cache/images/300x225/a/c/accelerate1.png,https://audio.tudienkala.com/audio/a/c/accelerate.mp3
127,accomplishment,/ə'kɔmpliʃmənt/,n,"thành tựu, thành tích; sự hoàn thành, sự làm xong",The success of the company was based on its early accomplishments.,Sự thành công của công ty được dựa trên những thành tựu trước đó của nó.,https://audio.tudienkala.com/data/cache/images/300x225/a/c/accomplishment2.jpg,https://audio.tudienkala.com/audio/a/c/accomplishment.mp3
127,acquire,/ə'kwaiə/,v,"đạt được, thu được",He has acquired a good knowledge of English.,Cậu ấy đã đạt được một kiến thức tốt về tiếng Anh.,https://audio.tudienkala.com/data/cache/images/300x225/a/c/acquire1.png,https://audio.tudienkala.com/audio/a/c/acquire.mp3
127,activate,/ˈæktɪveɪt/,v,kích hoạt,The burglar alarm is activated by movement.,Báo động chống trộm được kích hoạt bằng chuyển động.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_burgla_ex2_5877266b7f8b9acf2f8b45b8.jpg,https://audio.tudienkala.com/audio/a/c/activate.mp3
127,adapt,/əˈdæpt/,v,thích nghi (với môi trường...),Most of these tools have been specially adapted for use by disabled people.,Hầu hết những công cụ này đã được điều chỉnh đặc biệt để thích hợp cho những người tàn tật.,https://audio.tudienkala.com/data/images_example/300x225/m/o/most_of_th_ex1_5877266b7f8b9acf2f8b45ba.jpg,https://audio.tudienkala.com/audio/a/d/adapt.mp3
127,adjust,/əˈdʒʌst/,v,điều chỉnh,If the chair is too high you can adjust it to suit you.,"Nếu chiếc ghế quá cao, cậu có thể điều chỉnh để nó vừa với cậu.",https://audio.tudienkala.com/data/images_example/300x225/i/f/if_the_cha_ex1_56248cfc7f8b9afa0cb17fcc.jpg,https://audio.tudienkala.com/audio/a/d/adjust.mp3
127,administrator,/ədˈmɪnɪstreɪtər/,n,người quản lý,How to become an HR Administrator?,Làm thế nào để trở thành một nhà quản lí nhân sự?,https://audio.tudienkala.com/data/cache/images/300x225/a/d/administrator1.jpg,https://audio.tudienkala.com/audio/a/d/administrator.mp3
127,adopt,/əˈdɑːpt/,v,"chọn, áp dụng, chấp nhận và làm theo",The couple have decided to adopt a foreign child.,Cặp vợ chồng đã quyết định nhận nuôi một đứa trẻ ngoại quốc.,https://audio.tudienkala.com/data/cache/images/300x225/a/d/adopt1.jpg,https://audio.tudienkala.com/audio/a/d/adopt.mp3
127,advertise,/ˈædvərtaɪz/,v,"quảng cáo, đăng tin (tuyển dụng...)",Companies are not allowed to advertise cigarettes on television any more.,Các công ty không được phép quảng cáo thuốc lá trên truyền hình nữa.,https://audio.tudienkala.com/data/cache/images/300x225/a/d/advertise2.jpg,https://audio.tudienkala.com/audio/a/d/advertise.mp3
127,advise,/ədˈvaɪz/,v,khuyên,I think I'd advise leaving the company.,Tôi nghĩ rằng tôi sẽ khuyên rời khỏi công ty.,https://audio.tudienkala.com/data/cache/images/300x225/a/d/advise1.jpg,https://audio.tudienkala.com/audio/a/d/advise.mp3
127,advocate,/ˈædvəkeɪt/,v,"chủ trương, tán thành",He advocates human rights.,Ông ấy ủng hộ nhân quyền.,https://audio.tudienkala.com/data/cache/images/300x225/a/d/advocate1.png,https://audio.tudienkala.com/audio/a/d/advocate.mp3
127,affirm,/əˈfɜːrm/,v,"khẳng định, xác nhận; quả quyết",I can affirm that no one will lose their job.,Tôi có thể khẳng định rằng sẽ không có ai bị mất việc làm.,https://audio.tudienkala.com/data/cache/images/300x225/a/f/affirm1.jpg,https://audio.tudienkala.com/audio/a/f/affirm.mp3
127,allocate,/ˈæləkeɪt/,v,"cấp cho, phân phối",The office manager did not allocate enough money to purchase software.,Người quản lý văn phòng không cấp đủ tiền để mua sắm phần mềm.,https://audio.tudienkala.com/data/cache/images/300x225/a/l/allocate1.png,https://audio.tudienkala.com/audio/a/l/allocate.mp3
127,analyse,/ˈænəlaɪz/,v,phân tích,The job involves gathering and analysing data.,Công việc liên quan đến việc thu thập và phân tích dữ liệu.,https://audio.tudienkala.com/data/cache/images/300x225/a/n/analyse1.jpg,https://audio.tudienkala.com/audio/a/n/analyse.mp3
127,appoint,/əˈpɔɪnt/,v,"chỉ định, bổ nhiệm",He's just been appointed as director of the publishing division.,Anh ấy vừa được bổ nhiệm làm giám đốc bộ phận xuất bản.,https://audio.tudienkala.com/data/cache/images/300x225/a/p/appoint1.jpg,https://audio.tudienkala.com/audio/a/p/appoint.mp3
127,approve,/əˈpruːv/,v,chấp thuận,We had to wait months for the council to approve our plans to extend the house.,Chúng tôi phải đợi trong nhiều tháng để các hội đồng phê duyệt kế hoạch của chúng tôi mở rộng ngôi nhà.,https://audio.tudienkala.com/data/cache/images/300x225/a/p/approve1.png,https://audio.tudienkala.com/audio/a/p/approve.mp3
127,assign,/əˈsaɪn/,v,phân công,"In my family, I am assigned to take out the garbage.","Trong gia đình tôi, tôi được phân công đổ rác.",https://audio.tudienkala.com/data/cache/images/300x225/a/s/assign2.jpg,https://audio.tudienkala.com/audio/a/s/assign.mp3
127,assurance,/ə'ʃuərəns/,n,"sự cam đoan, bảo đảm",The sales associate gave his assurance that the missing keyboard would be replaced the next day.,Đối tác bán hàng cam đoan rằng ngày mai bàn phím lỗi sẽ được thay.,https://audio.tudienkala.com/data/cache/images/300x225/a/s/assurance1.png,https://audio.tudienkala.com/audio/a/s/assurance.mp3
127,audit,/'ɔ:dit/,v,kiểm toán,The independent accountants audited the company's books.,Những kế toán viên độc lập đã kiểm toán sổ sách kế toán của công ty.,https://audio.tudienkala.com/data/cache/images/300x225/a/u/audit1.png,https://audio.tudienkala.com/audio/a/u/audit.mp3
127,authorize,/´ɔ:θə¸raiz/,v,"uỷ quyền, cho phép, cho quyền",We cannot share the test results with you until we have been authorized to do so by your doctor.,Chúng tôi không thể chia sẻ kết quả xét nghiệm với anh cho đến khi chúng tôi được cho phép làm như vậy bởi bác sĩ của anh.,https://audio.tudienkala.com/data/cache/images/300x225/a/u/authorize1.jpg,https://audio.tudienkala.com/audio/a/u/authorize.mp3
127,automation,/ˌɔːtəˈmeɪʃn,n,sự tự động hoá; kỹ thuật tự động,Automation meant the loss of many factory jobs.,Tự động hóa có nghĩa là mất nhiều việc làm trong nhà máy.,https://audio.tudienkala.com/data/cache/images/300x225/a/u/automation1.jpg,https://audio.tudienkala.com/audio/a/u/automation.mp3
127,bachelor,/ˈbætʃələr/,n,cử nhân,He has a Bachelor of Science.,Anh ta có bằng cử nhân khoa học.,https://audio.tudienkala.com/data/cache/images/300x225/b/a/bachelor1.jpg,https://audio.tudienkala.com/audio/b/a/bachelor.mp3
127,bankrupt,/ˈbæŋkrʌpt/,adj,"vỡ nợ, phá sản",They went bankrupt in 2009.,Họ đã phá sản trong năm 2009.,https://audio.tudienkala.com/data/images_example/300x225/t/h/they_went__ex1_5877266f7f8b9acf2f8b45cc.jpg,https://audio.tudienkala.com/audio/b/a/bankrupt.mp3
127,bonus,/'bounəs/,n,"tiền thưởng, điểm cộng",One of the great bonuses of retirement is having time to spare.,Một trong những điểm cộng tuyệt vời của việc về hưu là có thời gian rảnh rỗi.,https://audio.tudienkala.com/data/cache/images/300x225/b/o/bonus1.jpg,https://audio.tudienkala.com/audio/b/o/bonus.mp3
127,calculate,/ˈkælkjuleɪt/,v,"tính, tính toán",It's difficult to calculate how long the move will take.,Thật khó để tính toán di chuyển sẽ mất bao lâu.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/calculate2.jpg,https://audio.tudienkala.com/audio/c/a/calculate.mp3
127,capability,/ˌkeɪpəˈbɪləti/,n,"khả năng, năng lực",Age affects the range of a person's capabilities.,Độ tuổi ảnh hưởng đến khả năng làm việc của một người.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/capability1.jpg,https://audio.tudienkala.com/audio/c/a/capability.mp3
127,cater,/ˈkeɪtər/,v,cung cấp thức ăn và đồ uống cho một sự kiện,Most of our work now involves catering for weddings.,Hầu hết các công việc của chúng tôi hiện nay liên quan đến việc cung cấp thức ăn và đồ uống cho đám cưới.,https://audio.tudienkala.com/data/cache/images/300x225/c/a/cater1.jpg,https://audio.tudienkala.com/audio/c/a/cater.mp3
127,certify,/ˈsɜːrtɪfaɪ/,v,"chứng nhận, chứng thực (bằng văn bản)",He was certified dead on arrival.,Ông ấy đã được chứng thực là đã chết khi đến.,https://audio.tudienkala.com/data/cache/images/300x225/c/e/certify1.jpg,https://audio.tudienkala.com/audio/c/e/certify.mp3
127,circulate,/ˈsɜːrkjəleɪt/,v,"lưu hành, truyền",The document will be circulated to all members.,Tài liệu này sẽ được truyền đến tất cả các thành viên.,https://audio.tudienkala.com/data/cache/images/300x225/c/i/circulate1.jpg,https://audio.tudienkala.com/audio/c/i/circulate.mp3
127,clarify,/ˈklærəfaɪ/,v,"làm cho sáng sủa, dễ hiểu",This matter must be clarified.,Vấn đề này phải được làm rõ.,https://audio.tudienkala.com/data/cache/images/300x225/c/l/clarify1.jpeg,https://audio.tudienkala.com/audio/c/l/clarify.mp3
127,classify,/ˈklæsɪfaɪ/,v,phân loại,The books in the library are classified by subject.,Sách trong thư viện được phân loại theo môn học.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_books__ex1_56248d0d7f8b9a000de3d189.jpg,https://audio.tudienkala.com/audio/c/l/classify.mp3
127,collaborate,/kəˈlæbəreɪt/,v,cộng tác,Researchers around the world are collaborating to develop a new vaccine.,Các nhà nghiên cứu trên toàn thế giới đang cộng tác để phát triển một loại vắc xin mới.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/collaborate1.jpg,https://audio.tudienkala.com/audio/c/o/collaborate.mp3
127,commodity,/kəˈmɑːdəti/,n,(Kinh tế) hàng hóa,Crude oil is the world's most important commodity.,Dầu thô là hàng hóa quan trọng nhất của thế giới.,https://audio.tudienkala.com/data/images_example/300x225/c/r/crude_oil__ex2_587726727f8b9acf2f8b45e0.jpg,https://audio.tudienkala.com/audio/c/o/commodity.mp3
